fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,id
7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,High,3990
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,Low,3991
7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,Low,3992
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,Low,3993
6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,Low,3994
6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,Low,3995
7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,Low,3996
6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,Low,3997
4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,Low,3998
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,Low,3999
7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,High,4000
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,High,4001
7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,Low,4002
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,Low,4003
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,Low,4004
7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,Low,4005
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,High,4006
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,Low,4007
6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8,Low,4008
6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,Low,4009
8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5,Low,4010
6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,Low,4011
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,Low,4012
5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,Low,4013
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,Low,4014
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,Low,4015
6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,Low,4016
6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,Low,4017
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,High,4018
6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,Low,4019
6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,Low,4020
6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,Low,4021
6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,Low,4022
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,Low,4023
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,High,4024
7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,Low,4025
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,High,4026
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,Low,4027
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,Low,4028
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,Low,4029
7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,Low,4030
6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,High,4031
5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6,Low,4032
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,Low,4033
5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,Low,4034
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,Low,4035
7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,Low,4036
9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,Low,4037
5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,Low,4038
5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,Low,4039
8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,Low,4040
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,High,4041
7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,Low,4042
7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,Low,4043
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,Low,4044
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,Low,4045
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,Low,4046
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,Low,4047
7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,Low,4048
7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,Low,4049
6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,Low,4050
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,Low,4051
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,Low,4052
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,Low,4053
6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3,Low,4054
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,Low,4055
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,Low,4056
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,Low,4057
7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,Low,4058
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,Low,4059
5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,High,4060
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,Low,4061
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,Low,4062
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,Low,4063
8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,Low,4064
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,Low,4065
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,Low,4066
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,Low,4067
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,High,4068
6.3,0.3,0.28,5,0.042,36,168,0.99505,3.22,0.69,9.5,Low,4069
7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,Low,4070
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,High,4071
8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,Low,4072
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,Low,4073
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,Low,4074
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,Low,4075
6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,Low,4076
8,0.16,0.36,1.5,0.033,14,122,0.9941,3.2,0.39,10.3,Low,4077
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,Low,4078
6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,High,4079
7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,Low,4080
6.6,0.26,0.46,7.8,0.047,48,186,0.9958,3.2,0.54,9.1,Low,4081
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,Low,4082
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,Low,4083
7.3,0.29,0.3,13,0.043,46,238,0.9986,3.06,0.41,8.7,Low,4084
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,High,4085
7.7,0.27,0.35,5.3,0.03,30,117,0.992,3.11,0.42,12.2,Low,4086
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,Low,4087
7.9,0.16,0.74,17.85,0.037,52,187,0.9998,2.99,0.41,9.3,Low,4088
6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,High,4089
5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,Low,4090
6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12,Low,4091
8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,Low,4092
6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,Low,4093
6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4,Low,4094
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,Low,4095
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,Low,4096
6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,Low,4097
6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,High,4098
7.4,0.26,0.3,7.9,0.049,38,157,0.9963,3.13,0.48,8.9,Low,4099
6.9,0.16,0.37,1.8,0.034,36,95,0.98952,2.93,0.59,12,Low,4100
7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,High,4101
7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,Low,4102
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,Low,4103
6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6,Low,4104
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,Low,4105
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,Low,4106
5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,Low,4107
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,High,4108
6.9,0.3,0.33,4.1,0.035,26,155,0.9925,3.25,0.79,12.3,High,4109
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,High,4110
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,Low,4111
6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,Low,4112
6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9,Low,4113
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,Low,4114
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,Low,4115
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,Low,4116
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,High,4117
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,High,4118
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,Low,4119
6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,Low,4120
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,High,4121
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,High,4122
4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,Low,4123
6.6,0.15,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,Low,4124
6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,Low,4125
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,High,4126
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,Low,4127
7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,Low,4128
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,Low,4129
7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,High,4130
6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,Low,4131
6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,Low,4132
6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,Low,4133
6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,Low,4134
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,High,4135
7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,Low,4136
6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6,Low,4137
8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,Low,4138
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,Low,4139
6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,Low,4140
6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,Low,4141
6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,High,4142
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,High,4143
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,Low,4144
7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,High,4145
6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,Low,4146
7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,High,4147
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,High,4148
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,Low,4149
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,Low,4150
6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,Low,4151
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,High,4152
6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,High,4153
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,Low,4154
6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,Low,4155
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,High,4156
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,High,4157
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,Low,4158
7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7,Low,4159
6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,High,4160
7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,Low,4161
6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,High,4162
6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,High,4163
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,Low,4164
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,High,4165
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,Low,4166
6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,Low,4167
6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9,Low,4168
5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,Low,4169
6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,High,4170
6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,High,4171
6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,High,4172
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,High,4173
5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3,Low,4174
7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,Low,4175
7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,Low,4176
7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,Low,4177
7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,Low,4178
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,High,4179
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,Low,4180
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,Low,4181
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,Low,4182
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,Low,4183
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,Low,4184
6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,Low,4185
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,High,4186
6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,Low,4187
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,Low,4188
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,Low,4189
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,Low,4190
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,Low,4191
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,High,4192
7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,Low,4193
7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,Low,4194
6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,Low,4195
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,Low,4196
6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8,Low,4197
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,Low,4198
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,High,4199
6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,Low,4200
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,Low,4201
7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,Low,4202
6.3,0.27,0.38,0.9,0.051,7,140,0.9926,3.45,0.5,10.5,High,4203
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,Low,4204
5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,Low,4205
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,High,4206
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,Low,4207
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,High,4208
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,Low,4209
7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,Low,4210
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,Low,4211
8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,Low,4212
6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,Low,4213
5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,Low,4214
6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,Low,4215
5.9,0.18,0.28,1,0.037,24,88,0.99094,3.29,0.55,10.65,High,4216
6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,Low,4217
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,High,4218
7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,High,4219
5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,High,4220
6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,High,4221
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,Low,4222
6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,High,4223
6.4,0.33,0.31,5.5,0.048,42,173,0.9951,3.19,0.66,9.3,Low,4224
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,Low,4225
7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5,Low,4226
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,Low,4227
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,Low,4228
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,High,4229
6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,High,4230
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,Low,4231
6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,Low,4232
6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,Low,4233
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,Low,4234
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,High,4235
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,Low,4236
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,Low,4237
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,Low,4238
6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,High,4239
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,Low,4240
8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,High,4241
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,High,4242
8.2,0.26,0.44,1.3,0.046,7,69,0.9944,3.14,0.62,10.2,Low,4243
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,Low,4244
6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9,Low,4245
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,Low,4246
7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,High,4247
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,Low,4248
5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,Low,4249
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,Low,4250
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,Low,4251
6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,Low,4252
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,Low,4253
7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,Low,4254
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,Low,4255
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,Low,4256
7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,Low,4257
6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,High,4258
6.9,0.39,0.22,4.3,0.03,10,102,0.993,3,0.87,11.6,Low,4259
6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,Low,4260
6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,Low,4261
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,Low,4262
7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,Low,4263
7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,High,4264
6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,Low,4265
8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,High,4266
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,Low,4267
7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,Low,4268
6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,Low,4269
6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,Low,4270
5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,High,4271
7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,Low,4272
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,Low,4273
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,High,4274
5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,High,4275
5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,Low,4276
7,0.23,0.36,13,0.051,72,177,0.9972,3.16,0.49,9.8,Low,4277
7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,Low,4278
7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3,Low,4279
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,High,4280
6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,Low,4281
6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,Low,4282
8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,Low,4283
8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,Low,4284
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,High,4285
5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,High,4286
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,Low,4287
7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,Low,4288
5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,Low,4289
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,High,4290
7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6,Low,4291
8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2,Low,4292
